animal,country,id,path,value,x,y
connection,Italy,Italy,4,0.35,-0.5408821156847538,-0.3827886444902294
connection,Italy,Italy,5,0.35,-0.5490869507938045,-0.38713735917939296
connection,Italy,Italy,6,0.35,-0.5575931657648986,-0.391053127430133
connection,Italy,Italy,7,0.35,-0.5664791461681095,-0.394416789834642
connection,Italy,Italy,8,0.35,-0.5757989266901479,-0.39713855381405716
connection,Italy,Italy,9,0.35,-0.5855465899045098,-0.3992098461968433
connection,Italy,Italy,10,0.35,-0.5956266641732885,-0.4007514567801297
connection,Italy,Italy,11,0.35,-0.6058571539643661,-0.40201887107710477
connection,Italy,Italy,12,0.35,-0.6160179711048579,-0.40333956054930864
connection,Italy,Italy,13,0.35,-0.6259212838099772,-0.4050086838677609
connection,Italy,Italy,14,0.35,-0.635460216113401,-0.4072075816682871
connection,Italy,Italy,15,0.35,-0.6446136706020514,-0.40998633805335716
connection,Italy,Italy,16,0.35,-0.653419901696551,-0.4132983937311825
connection,Italy,Italy,17,0.35,-0.6619437849379811,-0.4170500831343493
connection,Italy,Italy,18,0.35,-0.6702531140776403,-0.42113892361799465
connection,Italy,Italy,19,0.35,-0.6784066202541313,-0.4254741340655175
connection,Italy,Italy,20,0.35,-0.68645032697413,-0.42998366084900264
connection,Japan,Japan,1,0.28,-0.5792530488813923,-0.2601747592707857
connection,Japan,Japan,2,0.28,-0.5861218319342543,-0.2628657195141366
connection,Japan,Japan,3,0.28,-0.5930663553873594,-0.2653870043850566
connection,Japan,Japan,4,0.28,-0.6001205086594344,-0.26766154366316375
connection,Japan,Japan,5,0.28,-0.60732842007198,-0.2695875872164424
connection,Japan,Japan,6,0.28,-0.6147421279088365,-0.27104230403859053
connection,Japan,Japan,7,0.28,-0.6224129289871569,-0.2718990343634934
connection,Japan,Japan,8,0.28,-0.6303738590325776,-0.2720651554644682
connection,Japan,Japan,9,0.28,-0.6386156500968012,-0.2715382138667488
connection,Japan,Japan,10,0.28,-0.6470680525085678,-0.27045659908359854
connection,Japan,Japan,11,0.28,-0.6556044363619572,-0.26910245868781635
connection,Japan,Japan,12,0.28,-0.6640766825967128,-0.2678311610370989
connection,Japan,Japan,13,0.28,-0.6723625652886925,-0.2669580494927817
connection,Japan,Japan,14,0.28,-0.6803962601128344,-0.2666724284063009
connection,Japan,Japan,15,0.28,-0.6881689857779464,-0.2670215807302465
connection,Japan,Japan,16,0.28,-0.6957099137510834,-0.26795000175981754
connection,Japan,Japan,17,0.28,-0.7030641952787967,-0.26935334057984295
connection,Japan,Japan,18,0.28,-0.710277665762375,-0.2711193589016272
connection,Japan,Japan,19,0.28,-0.7173894311226034,-0.27314949223972107
connection,Japan,Japan,20,0.28,-0.7244298409169265,-0.27536594849232254
connection,Canada,Canada,1,0.32999999999999996,-0.6140073671953483,-0.1410494701508539
connection,Canada,Canada,2,0.32999999999999996,-0.6225510756197199,-0.14264529091544875
connection,Canada,Canada,3,0.32999999999999996,-0.6311361531042108,-0.14405911571641516
connection,Canada,Canada,4,0.32999999999999996,-0.6397810142162164,-0.1452078140119588
